courier_warehouse,active_stuck_shipments,avg_hours_stuck,median_dwell_hours,p90_dwell_hours,priority_category
SILCHAR HUB,0,0.0,27.37,32.08,Ignore
DHEMAJI,0,0.0,32.08,32.08,Ignore
"ATHEHA, PRATAPGARH, UTTAR PRADESH",0,0.0,32.08,32.08,Ignore
CHANDRAPUR,0,0.0,21.53,32.07,Ignore
"AMARAVATHIPUTHUR, AMARAVATHIPUTHUR, TAMIL NADU",0,0.0,32.05,32.05,Ignore
ETAIL PANVEL WAREHOUSE,0,0.0,18.83,32.02,Ignore
TOWN ETAIL CENTRE,0,0.0,23.13,32.02,Ignore
"PONDA, PONDA GOA, GOA",0,0.0,18.65,32.01,Ignore
FAR APEX/SFC PUD,0,0.0,23.85,31.98,Ignore
NANDURBAR,0,0.0,24.09,31.96,Ignore
MIRM,0,0.0,13.5,31.95,Ignore
HARIYALA PUD,0,0.0,31.95,31.95,Ignore
MOTHERHUB_JKS GURGAON,0,0.0,15.52,31.94,Ignore
DHULE,0,0.0,22.88,31.88,Ignore
"PNQ/WKD, PUNE, MAHARASHTRA",0,0.0,27.67,31.88,Ignore
NASIK HUB,0,0.0,24.22,31.87,Ignore
"BATALA, BATALA, PUNJAB",0,0.0,27.88,31.85,Ignore
"JALNA, JALNA, MAHARASHTRA",0,0.0,31.85,31.85,Ignore
SANTOSH NAGAR,0,0.0,27.42,31.83,Ignore
GUWAHATI BELTOLA COD,0,0.0,27.6,31.83,Ignore
MUZAFFARPUR OFFICE,0,0.0,16.88,31.82,Ignore
"PNQ/BPD-TML, PUNE, MAHARASHTRA",0,0.0,31.82,31.82,Ignore
"SAGAR, SAGAR, MADHYA PRADESH",0,0.0,30.49,31.81,Ignore
VELACHERY,0,0.0,23.43,31.81,Ignore
"UDGIR MIDC, UDGIR, MAHARASHTRA",0,0.0,30.46,31.8,Ignore
"DEL/MGK, NEW DELHI, DELHI",0,0.0,22.34,31.79,Ignore
"MADHOOPUR, MADHUPUR, JHARKHAND",0,0.0,28.33,31.79,Ignore
"RAMBI BAZAR, RAMBI BAZAR, WEST BENGAL",0,0.0,31.78,31.78,Ignore
THANJAVUR,0,0.0,8.14,31.78,Ignore
RKTM,0,0.0,6.48,31.77,Ignore
"MACHIWARA, MACHIWARA, PUNJAB",0,0.0,31.74,31.74,Ignore
THIRUVERKADU SFC PUD,0,0.0,22.53,31.73,Ignore
JAMMU,0,0.0,20.93,31.73,Ignore
SARAVANAMPATTY,0,0.0,24.4,31.72,Ignore
MULUGU REACH,0,0.0,22.31,31.72,Ignore
"PNQ/DNK-TML, PUNE, MAHARASHTRA",0,0.0,31.71,31.71,Ignore
COTTON GREEN,0,0.0,7.25,31.7,Ignore
"HYD/MPT, HYDERABAD, TELANGANA",0,0.0,27.32,31.7,Ignore
KOMPALLY PUD,0,0.0,31.7,31.7,Ignore
KARTARPUR,0,0.0,24.46,31.67,Ignore
FAR SERVICE CENTRE,0,0.0,19.75,31.66,Ignore
"BRAHMAGIRI, BRAHMAGIRI, ORISSA",0,0.0,23.88,31.64,Ignore
"BALEHONNUR, BALEHONNUR, KARNATAKA",0,0.0,28.39,31.63,Ignore
"CHENGALPATTU TN, CHENGALPET, TAMIL NADU",0,0.0,30.98,31.61,Ignore
"SEVOKE ROAD, SILIGURI, WEST BENGAL",0,0.0,20.28,31.6,Ignore
"BOTAD, BOTAD, GUJARAT",0,0.0,28.32,31.59,Ignore
"AMBERI, AMBERI, ORISSA",0,0.0,31.58,31.58,Ignore
"BOKAJAN, BOKAJAN, ASSAM",0,0.0,31.58,31.58,Ignore
THAMBU CHETTY PALYA,0,0.0,20.83,31.57,Ignore
TALEGAON,0,0.0,23.26,31.55,Ignore
"CCU/GPK-TML, KOLKATA, WEST BENGAL",0,0.0,26.22,31.55,Ignore
"AMRITSAR, PUNJAB, IN",0,0.0,5.58,31.55,Ignore
LUDHIANA CITY,0,0.0,24.73,31.54,Ignore
"SANTACRUZ WEST, MUMBAI, MAHARASHTRA",0,0.0,20.8,31.52,Ignore
GAUR CITY OFFICE,0,0.0,21.23,31.52,Ignore
JAMMU OUTER AREA,0,0.0,27.73,31.51,Ignore
"BURHANPUR, BURHANPUR, MADHYA PRADESH",0,0.0,31.49,31.49,Ignore
PRAYAGRAJ,0,0.0,20.93,31.48,Ignore
"CCU/KAKURGACHI-TML, KOLKATA, WEST BENGAL",0,0.0,31.46,31.46,Ignore
"DEL/SPJ, NEW DELHI, DELHI",0,0.0,21.65,31.46,Ignore
"RANAGHAT, RANAGHAT, WEST BENGAL",0,0.0,25.57,31.45,Ignore
"HYD/NSG, HYDERABAD, TELANGANA",0,0.0,20.71,31.43,Ignore
ELASTICRUNAUNDHODH_AND,0,0.0,31.43,31.43,Ignore
"MANALUR, MANALUR, KERALA",0,0.0,26.58,31.43,Ignore
"NGP/GHR, NAGPUR, MAHARASHTRA",0,0.0,6.02,31.39,Ignore
"SAPHALE, SAPHALE, MAHARASHTRA",0,0.0,31.39,31.39,Ignore
RANAGHAT,0,0.0,26.38,31.38,Ignore
FKL_SOUKYARD,0,0.0,10.29,31.38,Ignore
MAYA,0,0.0,18.97,31.37,Ignore
BELLARY,0,0.0,13.82,31.35,Ignore
DHARM,0,0.0,31.34,31.34,Ignore
BHANDUP,0,0.0,23.71,31.33,Ignore
"MANUGURU, MANUGURU, TELANGANA",0,0.0,27.24,31.33,Ignore
MULLANA,0,0.0,27.53,31.33,Ignore
"MADURAI/SOUTH-TML, MADURAI, TAMIL NADU",0,0.0,27.44,31.32,Ignore
KURNOOL JUNCTION,0,0.0,17.95,31.32,Ignore
"NEEMUCH, NEEMUCH, MADHYA PRADESH",0,0.0,27.1,31.3,Ignore
"LAKHISARAI, LAKHISARAI, BIHAR",0,0.0,31.29,31.29,Ignore
AJMER,0,0.0,19.68,31.29,Ignore
"VALSAD, VALSAD, GUJARAT",0,0.0,31.26,31.26,Ignore
EDLC,0,0.0,22.55,31.26,Ignore
GANR,0,0.0,20.42,31.26,Ignore
NAMAKKAL,0,0.0,24.7,31.25,Ignore
CIVIL LINE SERVICE CENTRE,0,0.0,24.95,31.24,Ignore
ITANAGAR,0,0.0,26.31,31.23,Ignore
BLR ETAIL PROCESSING UNIT,0,0.0,28.13,31.22,Ignore
BANGA,0,0.0,27.81,31.22,Ignore
J P NAGAR SERVICE CENTRE,0,0.0,21.43,31.21,Ignore
"SARABHAVARAM, YELESWARAM, ANDHRA PRADESH",0,0.0,23.92,31.2,Ignore
SAFDARJUNG ETAIL,0,0.0,18.32,31.19,Ignore
INDAPUR,0,0.0,23.69,31.17,Ignore
"NELLIPUZHA, PALAKKAD, KERALA",0,0.0,31.17,31.17,Ignore
"SHAHAPUR, SHAHAPUR, KARNATAKA",0,0.0,31.15,31.15,Ignore
ROURKELA,0,0.0,16.6,31.15,Ignore
MEGHANAGAR,0,0.0,28.27,31.13,Ignore
"GOPICHETTIPALYAM, GOPICHETTIPALYAM, TAMIL NADU",0,0.0,31.12,31.12,Ignore
"BHO/RSN, BHOPAL, MADHYA PRADESH",0,0.0,23.77,31.12,Ignore
"KESHPUR, KESHPUR, ORISSA",0,0.0,31.12,31.12,Ignore
GOREGAON,0,0.0,7.25,31.1,Ignore
SURAT (STVH),0,0.0,25.97,31.08,Ignore
NARKATIAGANJ,0,0.0,31.03,31.08,Ignore
KATIHAR OFFICE,0,0.0,24.46,31.07,Ignore
"MULSHI MH, PUNE, MAHARASHTRA",0,0.0,31.06,31.06,Ignore
"AISHBAGH, LUCKNOW, UTTAR PRADESH",0,0.0,29.77,31.04,Ignore
"AMBALAVAYAL, BATHERY, KERALA",0,0.0,28.21,31.04,Ignore
ULSOOR,0,0.0,18.4,31.03,Ignore
"PATRAN, PATRAN, PUNJAB",0,0.0,31.01,31.01,Ignore
"AZAMPUR, AZAMGARH, UTTAR PRADESH",0,0.0,31.01,31.01,Ignore
PARWADA,0,0.0,24.79,31.01,Ignore
SULTANPUR LODHI,0,0.0,27.93,30.99,Ignore
"HALDWANI, HALDWANI, UTTARAKHAND",0,0.0,23.73,30.99,Ignore
MOKAMA,0,0.0,30.97,30.97,Ignore
ASANSOL,0,0.0,17.2,30.96,Ignore
BAREILY CHOKI CHORAHA,0,0.0,24.3,30.96,Ignore
EDAPPAL,0,0.0,25.53,30.95,Ignore
JAMUI OFFICE,0,0.0,30.95,30.95,Ignore
"ERNAKULAM, KERALA, IN",0,0.0,19.42,30.95,Ignore
VASAI APEX/SFC PUD,0,0.0,30.0,30.95,Ignore
SHILLONG OFFICE,0,0.0,26.22,30.94,Ignore
GUWAHATI HUB,0,0.0,18.83,30.94,Ignore
"BANKI, BANKI, ORISSA",0,0.0,30.94,30.94,Ignore
MAHALAKSHMI PURAM ETAIL,0,0.0,22.19,30.94,Ignore
IXB,0,0.0,30.51,30.92,Ignore
AHMEDNAGAR,0,0.0,20.47,30.92,Ignore
PANCHAVATI ETAIL,0,0.0,23.67,30.92,Ignore
KRISHNAGIRI,0,0.0,23.33,30.9,Ignore
ADR BRANCH ETAIL,0,0.0,21.7,30.9,Ignore
"KAURIRAM, KAURIRAM, UTTAR PRADESH",0,0.0,26.68,30.9,Ignore
"KER-SA-CHALAD, KANNUR, KERALA",0,0.0,28.69,30.9,Ignore
GEETA KIRANA SHOP NEW DELHI,0,0.0,14.41,30.87,Ignore
"PNQ/SGR, PUNE, MAHARASHTRA",0,0.0,13.44,30.87,Ignore
BADDI,0,0.0,19.72,30.85,Ignore
CABTBERHAMPURODH_BMP BERHAMPUR,0,0.0,17.4,30.85,Ignore
MANGADU,0,0.0,22.27,30.85,Ignore
"AGACAIM VERNA, GOA, GOA",0,0.0,30.84,30.84,Ignore
"WADSA1, WADSA, MAHARASHTRA",0,0.0,28.74,30.83,Ignore
MADHAVARAM APEX SFC PUD,0,0.0,14.82,30.82,Ignore
LUCKNOW SITAPUR ROAD,0,0.0,23.73,30.8,Ignore
HADAPSAR SERVICE CENTRE,0,0.0,8.93,30.77,Ignore
"EDAPPAL, EDAPPAL, KERALA",0,0.0,30.76,30.76,Ignore
PNYX,0,0.0,6.51,30.72,Ignore
"BLR/WHT-EHV, BANGALORE, KARNATAKA",0,0.0,25.28,30.7,Ignore
VEDARANYAM,0,0.0,30.7,30.7,Ignore
HSRL,0,0.0,6.94,30.7,Ignore
RAIPUR E-TAIL,0,0.0,26.8,30.7,Ignore
NOIDA-ETAIL DELIVERY/RTO,0,0.0,17.66,30.7,Ignore
DDB BRANCH OFFICE,0,0.0,26.85,30.7,Ignore
KANPUR AREA OFFICE,0,0.0,8.4,30.69,Ignore
JODHPUR TRANSIT HUB,0,0.0,28.38,30.67,Ignore
"KOSLI, KOSLI, HARYANA",0,0.0,30.64,30.64,Ignore
"HISSAR, HISSAR, HARYANA",0,0.0,20.77,30.64,Ignore
ELE APEX/SFC PUD,0,0.0,25.13,30.64,Ignore
"UDAIPUR, UDAIPUR, RAJASTHAN",0,0.0,21.29,30.63,Ignore
MANANTHAVADY,0,0.0,24.91,30.63,Ignore
PALAKODU,0,0.0,30.62,30.62,Ignore
"MANDAR, MANDAR, JHARKHAND",0,0.0,30.61,30.61,Ignore
"DARGAH SAIDA KADAL, DARGAH, JAMMU AND KASHMIR",0,0.0,30.6,30.6,Ignore
"KHARAR, KHARAR, PUNJAB",0,0.0,23.19,30.59,Ignore
MEERUT HUB,0,0.0,7.55,30.59,Ignore
BHOSARI HUB,0,0.0,30.58,30.58,Ignore
RUDAYAGIRI,0,0.0,30.57,30.57,Ignore
PANIPAT ETAIL CENTRE,0,0.0,20.48,30.57,Ignore
JALANDHAR SERVICE CENTRE,0,0.0,24.95,30.57,Ignore
"MAA/TMB-TML, CHENNAI, TAMIL NADU",0,0.0,30.56,30.56,Ignore
"ASHTAMH, ASHTA MH, MAHARASHTRA",0,0.0,30.54,30.54,Ignore
"MANESAR1, DELHI NCR, DELHI",0,0.0,25.88,30.54,Ignore
MAHARAJGANJ,0,0.0,23.65,30.54,Ignore
"AMD/THL, AHMEDABAD, GUJARAT",0,0.0,20.6,30.53,Ignore
CHROMPET,0,0.0,19.48,30.52,Ignore
NITIN SWEETS SHOP NEW DELHI,0,0.0,30.52,30.52,Ignore
"AMBEGAON, PUNE, MAHARASHTRA",0,0.0,28.82,30.52,Ignore
PATIALA,0,0.0,18.59,30.51,Ignore
"BLR/APT, BANGALORE, KARNATAKA",0,0.0,25.92,30.5,Ignore
"NASARAPUR MH, NASRAPUR MH, MAHARASHTRA",0,0.0,30.49,30.49,Ignore
UDALA OFFICE,0,0.0,25.04,30.49,Ignore
"VEETA, VEETA, MAHARASHTRA",0,0.0,26.38,30.49,Ignore
"SAIDAPURA SATARA, SAIDAPURA SATARA, MAHARASHTRA",0,0.0,6.79,30.49,Ignore
ULOOR SERVICE CENTRE,0,0.0,27.4,30.47,Ignore
"MAA/TPM-TML, CHENNAI, TAMIL NADU",0,0.0,21.91,30.47,Ignore
"CUTTACK, CUTTACK, ORISSA",0,0.0,30.46,30.46,Ignore
"BORKHEDA, KOTA, RAJASTHAN",0,0.0,24.81,30.46,Ignore
"KAPURTHALA, KAPURTHALA, PUNJAB",0,0.0,24.64,30.45,Ignore
"MLR/MGN-TML, MANGALORE, KARNATAKA",0,0.0,29.3,30.45,Ignore
"SILCHAR, SILCHAR, ASSAM",0,0.0,30.44,30.44,Ignore
JAUNPUR,0,0.0,24.82,30.44,Ignore
SHIMOGA,0,0.0,23.43,30.44,Ignore
MUNDRA,0,0.0,24.19,30.43,Ignore
THALAYOLAPARAMBU,0,0.0,9.43,30.42,Ignore
SAGARHUB_SGR,0,0.0,30.41,30.41,Ignore
KHARGONE,0,0.0,24.65,30.4,Ignore
"ARN/SA-CPT, TIRUVANNAMALAI, TAMIL NADU",0,0.0,30.4,30.4,Ignore
BHUJ EXPANSION,0,0.0,23.87,30.39,Ignore
"BALOTRA, BALOTRA, RAJASTHAN",0,0.0,29.37,30.39,Ignore
"KARKALA, KARKALA, KARNATAKA",0,0.0,30.38,30.38,Ignore
CJBH,0,0.0,27.31,30.36,Ignore
CELEBRATIONMALLODH_ATQ AMRITSAR,0,0.0,4.76,30.36,Ignore
"RAIPUR RANI, AMBALA, HARYANA",0,0.0,30.35,30.35,Ignore
KARAIKAL,0,0.0,13.63,30.34,Ignore
DEHRADUN SHIMLA BYPASS,0,0.0,23.75,30.33,Ignore
"NAGARAM, HYDERABAD, TELANGANA",0,0.0,30.19,30.33,Ignore
NAJAFGARH E-TAIL CENTER,0,0.0,12.0,30.32,Ignore
ALIGARH,0,0.0,22.07,30.32,Ignore
CHEMBUR,0,0.0,5.84,30.31,Ignore
MIYAPURHUB_HYD,0,0.0,0.94,30.31,Ignore
"CHATARPUR, CHATARPUR, MADHYA PRADESH",0,0.0,23.93,30.31,Ignore
SANTACRUZ,0,0.0,11.28,30.31,Ignore
"DADRI, DELHI NCR, DELHI",0,0.0,17.89,30.31,Ignore
GONDA,0,0.0,24.37,30.29,Ignore
"BHAGALPUR, BHAGALPUR, BIHAR",0,0.0,13.66,30.29,Ignore
"BLR/KMP-EHV, BANGALORE, KARNATAKA",0,0.0,21.66,30.28,Ignore
PMC WAREHOUSE,0,0.0,23.13,30.26,Ignore
SOLAN,0,0.0,22.28,30.25,Ignore
KOPPA TOWN,0,0.0,18.11,30.25,Ignore
"GANGAVATHI2, GANGAVATHI, KARNATAKA",0,0.0,27.28,30.24,Ignore
AMBALLUR - ABL,0,0.0,30.22,30.22,Ignore
"BONGAIGAON, BONGAIGAON, ASSAM",0,0.0,11.61,30.22,Ignore
TIRUVALLUR REACH,0,0.0,27.73,30.21,Ignore
SEONI,0,0.0,28.13,30.21,Ignore
MANIPAL,0,0.0,16.79,30.2,Ignore
PALAMANER,0,0.0,17.29,30.2,Ignore
"MOHAMMAD BAZAR, MOHAMMAD BAZAR, WEST BENGAL",0,0.0,30.19,30.19,Ignore
MAHBUB NAGAR,0,0.0,18.42,30.18,Ignore
CHANDIGARH ETAIL DELIVERY,0,0.0,24.08,30.18,Ignore
PATNA ETAIL PUD,0,0.0,23.44,30.18,Ignore
KUTHUPARAMBA,0,0.0,19.63,30.18,Ignore
"CHIPLUN1, CHIPLUN, MAHARASHTRA",0,0.0,30.17,30.17,Ignore
"DHARANGATHRA, DHARANGATHRA, GUJARAT",0,0.0,30.14,30.14,Ignore
INDORE HUB (IDRW),0,0.0,20.44,30.14,Ignore
KLLM,0,0.0,2.25,30.12,Ignore
PRODDATHUR,0,0.0,26.73,30.12,Ignore
"JAMTARA1, JAMTARA, JHARKHAND",0,0.0,23.91,30.11,Ignore
"LUD/EHV, LUDHIANA, PUNJAB",0,0.0,23.96,30.1,Ignore
JOGBANI OFFICE,0,0.0,27.67,30.1,Ignore
"BOM/CHB, MUMBAI, MAHARASHTRA",0,0.0,11.06,30.09,Ignore
MANDI ADAMPUR,0,0.0,17.08,30.08,Ignore
HABSIGUDA E-TAIL CENTRE,0,0.0,24.15,30.07,Ignore
LATUR,0,0.0,17.87,30.06,Ignore
JAIPUR KANOTA,0,0.0,26.88,30.05,Ignore
PANCHKULA,0,0.0,17.77,30.05,Ignore
"CHANAPORA, SRINAGAR, JAMMU AND KASHMIR",0,0.0,27.1,30.04,Ignore
ODHAV,0,0.0,25.45,30.02,Ignore
"BETUL, BETUL, MADHYA PRADESH",0,0.0,30.02,30.02,Ignore
"VAISHALINAGAR, JAIPUR, RAJASTHAN",0,0.0,21.54,30.01,Ignore
KHED CITY,0,0.0,24.03,30.01,Ignore
PERAMBALUR,0,0.0,26.98,30.01,Ignore
"BHATAPURA, BHATAPURA, CHHATTISGARH",0,0.0,24.51,30.0,Ignore
LESLIGANJ,0,0.0,30.0,30.0,Ignore
GUINDY,0,0.0,23.28,29.99,Ignore
DABRA,0,0.0,21.63,29.99,Ignore
KOZHIKODE,0,0.0,11.36,29.98,Ignore
DWARAHAT,0,0.0,29.97,29.97,Ignore
NANPURA SERVICE CENTRE,0,0.0,25.8,29.95,Ignore
TALCHER,0,0.0,24.38,29.94,Ignore
VAISHALI,0,0.0,19.66,29.94,Ignore
SAYAJIGUNJ SERVICE CENTRE,0,0.0,25.38,29.92,Ignore
FATEHGARH,0,0.0,23.83,29.91,Ignore
VITA,0,0.0,15.2,29.9,Ignore
"ROHRU, ROHRU, HIMACHAL PRADESH",0,0.0,28.25,29.9,Ignore
"NAGPUR, MAHARASHTRA, IN",0,0.0,17.15,29.9,Ignore
"BATTISSHIRALA, BATTISSHIRALA, MAHARASHTRA",0,0.0,29.9,29.9,Ignore
"KURAI, KURAI, MADHYA PRADESH",0,0.0,25.82,29.88,Ignore
ELECTRONIC CITY COUNTER,0,0.0,20.77,29.87,Ignore
MALDA OFFICE,0,0.0,29.87,29.87,Ignore
RISHIKESH,0,0.0,25.73,29.87,Ignore
"VYARA, VYARA GUJ, GUJARAT",0,0.0,29.68,29.85,Ignore
BIRSRA,0,0.0,29.84,29.84,Ignore
"THANJAVUR, THANJAVUR, TAMIL NADU",0,0.0,29.84,29.84,Ignore
"BIHARSHARIF, BIHARSHARIF, BIHAR",0,0.0,11.48,29.82,Ignore
"MAA/VEL-TML, CHENNAI, TAMIL NADU",0,0.0,22.11,29.81,Ignore
"JADCHERLA, JADCHERLA, TELANGANA",0,0.0,29.81,29.81,Ignore
"RAYACHOTY, RAYACHOTY, ANDHRA PRADESH",0,0.0,29.8,29.8,Ignore
THALTEJ ETAIL OFFICE,0,0.0,21.9,29.8,Ignore
GAJWEL REACH,0,0.0,25.8,29.79,Ignore
"PILKHUWA, UTTAR PRADESH, IN",0,0.0,24.37,29.79,Ignore
GKP WALKIN & COD CENTRE,0,0.0,21.43,29.78,Ignore
KUNDLI,0,0.0,25.71,29.77,Ignore
PIMPRI AND CHINCHWAD,0,0.0,23.55,29.77,Ignore
BEAS,0,0.0,20.92,29.76,Ignore
"BIJAPUR CG, BIJAPUR CG, CHHATTISGARH",0,0.0,28.3,29.75,Ignore
"ATQ/CHT, AMRITSAR, PUNJAB",0,0.0,23.58,29.74,Ignore
VARACHHA ETAIL INBOUND,0,0.0,26.5,29.73,Ignore
SJEX,0,0.0,17.1,29.73,Ignore
PALGHAT,0,0.0,11.88,29.73,Ignore
SHRI KRISHNA EXPRESS GURGAON,0,0.0,29.72,29.72,Ignore
KARAIKUDI,0,0.0,27.43,29.71,Ignore
FARRUKHABAD OFFICE,0,0.0,23.87,29.71,Ignore
"KANNAMANGALAM ALAPPUZHA DISTRICT, KERALA, IN",0,0.0,21.52,29.71,Ignore
LUMDING,0,0.0,23.87,29.7,Ignore
UDALGURI,0,0.0,29.7,29.7,Ignore
"BLR/WHF-TML, BANGALORE, KARNATAKA",0,0.0,29.69,29.69,Ignore
"HYD/NZP, HYDERABAD, TELANGANA",0,0.0,29.69,29.69,Ignore
BUTC,0,0.0,1.15,29.67,Ignore
"BOM/BDP, MUMBAI, MAHARASHTRA",0,0.0,9.74,29.65,Ignore
MANDI DABWALI,0,0.0,28.57,29.65,Ignore
JORHAT,0,0.0,20.17,29.65,Ignore
"HAJIPURTOWN, HAJIPUR TOWN, BIHAR",0,0.0,7.47,29.64,Ignore
SUMAN STORE NEW DELHI,0,0.0,29.52,29.63,Ignore
CPLC,0,0.0,19.47,29.62,Ignore
"GOVINDPUR, GOVINDPUR, JHARKHAND",0,0.0,27.64,29.62,Ignore
CHANDKHEDA ETAIL CENTRE,0,0.0,22.72,29.61,Ignore
NAROL ETAIL CENTRE,0,0.0,24.7,29.61,Ignore
"BHO/KLR, BHOPAL, MADHYA PRADESH",0,0.0,21.5,29.61,Ignore
"SANGRUR1, SANGRUR, PUNJAB",0,0.0,28.69,29.6,Ignore
"BINA, BINA, MADHYA PRADESH",0,0.0,29.58,29.58,Ignore
GZBD,0,0.0,18.26,29.58,Ignore
PILIBHIT,0,0.0,27.13,29.58,Ignore
"SAONER, SAONER, MAHARASHTRA",0,0.0,15.11,29.58,Ignore
"BHAWANIMANDI, RAMGANJ MANDI, RAJASTHAN",0,0.0,29.56,29.56,Ignore
AMRAVATI,0,0.0,15.45,29.55,Ignore
TAMLUK,0,0.0,29.55,29.55,Ignore
"SONEPUR, SONEPUR, ORISSA",0,0.0,29.05,29.54,Ignore
"BARMER, BARMER, RAJASTHAN",0,0.0,29.53,29.53,Ignore
VRNS,0,0.0,22.07,29.53,Ignore
"KANNANALLOOR, MUKATHALA, KERALA",0,0.0,29.51,29.51,Ignore
"BOM/VIKHROLI-TML, MUMBAI, MAHARASHTRA",0,0.0,29.51,29.51,Ignore
MADINAGUDA E-TAIL CENTRE,0,0.0,24.82,29.47,Ignore
"DURG, DURG, CHHATTISGARH",0,0.0,29.34,29.46,Ignore
"BOM/KND, MUMBAI, MAHARASHTRA",0,0.0,20.33,29.46,Ignore
"BASSI RJ, BASSI RJ, RAJASTHAN",0,0.0,13.21,29.46,Ignore
SARJAPUR ROAD,0,0.0,20.83,29.45,Ignore
"MAINPURI, MAINPURI, UTTAR PRADESH",0,0.0,25.63,29.44,Ignore
THIRUVALLA,0,0.0,16.0,29.44,Ignore
THIRUVALLUR,0,0.0,22.81,29.44,Ignore
"HANSKHALI, HANSKHALI, WEST BENGAL",0,0.0,29.42,29.42,Ignore
"MOHOL, MOHOL, MAHARASHTRA",0,0.0,29.41,29.41,Ignore
ARRAH,0,0.0,22.28,29.41,Ignore
"KAVALI, KAVALI, ANDHRA PRADESH",0,0.0,29.41,29.41,Ignore
MUZAFFARNAGAR,0,0.0,25.93,29.39,Ignore
JATNI,0,0.0,27.27,29.39,Ignore
PARIMAL GARDEN E-TAIL,0,0.0,20.9,29.38,Ignore
"AMB, AMB, HIMACHAL PRADESH",0,0.0,29.38,29.38,Ignore
"MANALI, HIMACHAL PRADESH, IN",0,0.0,29.38,29.38,Ignore
KHADKI DELIVERY CENTER,0,0.0,23.52,29.37,Ignore
RPUR,0,0.0,25.7,29.35,Ignore
JAWHAR,0,0.0,29.33,29.33,Ignore
"PNQ/MGR, PUNE, MAHARASHTRA",0,0.0,14.85,29.31,Ignore
"BLR/BRY-TML, BANGALORE, KARNATAKA",0,0.0,22.93,29.31,Ignore
"PURI1, PURI, ORISSA",0,0.0,21.95,29.31,Ignore
GURU TRADING COMPANY SANGRUR,0,0.0,23.69,29.3,Ignore
"PARASIYA, PARASIYA, MADHYA PRADESH",0,0.0,28.13,29.3,Ignore
"IGATPURI, MAHARASHTRA, IN",0,0.0,26.64,29.3,Ignore
NALBARI OFFICE,0,0.0,29.3,29.3,Ignore
"MORAN, MORAN, ASSAM",0,0.0,29.29,29.29,Ignore
INTERNATIONAL TECH PARK,0,0.0,6.95,29.28,Ignore
"NBM/KHA, NAVI MUMBAI, MAHARASHTRA",0,0.0,22.3,29.28,Ignore
JALGAON,0,0.0,20.68,29.28,Ignore
GADARPUR,0,0.0,28.14,29.28,Ignore
"JAIPUR CITY, JAIPUR, RAJASTHAN",0,0.0,22.07,29.27,Ignore
POLR,0,0.0,26.67,29.27,Ignore
"GANDHIDHAM, GANDHIDHAM, GUJARAT",0,0.0,10.09,29.27,Ignore
FATEHABAD,0,0.0,16.88,29.25,Ignore
MEERUT EXPANSION,0,0.0,23.98,29.25,Ignore
LUDI,0,0.0,23.41,29.24,Ignore
JAIPUR MALVIYA NAGAR,0,0.0,11.75,29.23,Ignore
MOKAMA OFFICE,0,0.0,29.23,29.23,Ignore
TRPH,0,0.0,20.46,29.23,Ignore
AURANGABAD,0,0.0,16.86,29.23,Ignore
"RTO/MIR, MUMBAI, MAHARASHTRA",0,0.0,7.98,29.22,Ignore
BHAWANIPATNA,0,0.0,11.7,29.22,Ignore
"SURAT, GUJARAT, IN",0,0.0,5.76,29.21,Ignore
SIBSAGAR,0,0.0,17.52,29.21,Ignore
"ADAMPUR1, ADAMPUR, PUNJAB",0,0.0,29.21,29.21,Ignore
"CHUMUKEDIMA, CHUMUKIDIMA, NAGALAND",0,0.0,29.21,29.21,Ignore
MORENA,0,0.0,18.69,29.21,Ignore
"AGR/TJN1, AGRA, UTTAR PRADESH",0,0.0,28.84,29.2,Ignore
ELASTICRUNVISHRANTWADISPLITODH_PUNE,0,0.0,29.2,29.2,Ignore
AGARTALA ETAIL PDA,0,0.0,20.63,29.18,Ignore
"MAHILPUR, MAHALPUR, PUNJAB",0,0.0,29.18,29.18,Ignore
"KASARGODE, KASARGODE, KERALA",0,0.0,24.11,29.18,Ignore
BASHEERBAGH E-TAIL CENTRE,0,0.0,21.48,29.18,Ignore
KHURDA,0,0.0,21.6,29.18,Ignore
"CJB/WEST-TML, COIMBATORE, TAMIL NADU",0,0.0,29.17,29.17,Ignore
LCKT,0,0.0,18.21,29.15,Ignore
TIRUVANNAMALAI,0,0.0,19.82,29.15,Ignore
NEW BOMBAY,0,0.0,17.08,29.12,Ignore
SITAMARHI OFFICE,0,0.0,21.55,29.12,Ignore
"EKANGAR SARAI, HILSA, BIHAR",0,0.0,29.12,29.12,Ignore
"MUDALGI, MUDALGI, KARNATAKA",0,0.0,29.11,29.11,Ignore
TARANTARAN,0,0.0,19.53,29.1,Ignore
MUDHOL,0,0.0,29.1,29.1,Ignore
BHPL,0,0.0,24.43,29.09,Ignore
PAOTA,0,0.0,29.09,29.09,Ignore
"DUDHNOI, DUDHNOI, ASSAM",0,0.0,29.09,29.09,Ignore
BURHANPUR,0,0.0,27.35,29.09,Ignore
HSR LAYOUT (HSRL),0,0.0,29.09,29.09,Ignore
RUDRAPUR,0,0.0,22.89,29.08,Ignore
LAST MILE MANESAR,0,0.0,23.58,29.08,Ignore
MEHSANA,0,0.0,7.23,29.08,Ignore
KALAHANDI,0,0.0,29.06,29.06,Ignore
"CCU/SANTOSHPUR-TML, KOLKATA, WEST BENGAL",0,0.0,29.05,29.05,Ignore
